feature_name,feature_position,X,Y
M-34-069-Cc,NW,-202769.2335,-1090398.784
M-34-069-Cc,NE,-193825.188,-1090721.655
M-34-069-Cc,SE,-194152.2429,-1099988.385
M-34-069-Cc,SW,-203111.3739,-1099664.911
M-34-069-Cc,NW,-202769.2335,-1090398.784
M-34-069-Cd,NW,-193825.188,-1090721.655
M-34-069-Cd,NE,-184880.5697,-1091029.968
M-34-069-Cd,SE,-185192.5413,-1100297.273
M-34-069-Cd,SW,-194152.2429,-1099988.385
M-34-069-Cd,NW,-193825.188,-1090721.655
M-34-069-Dc,NW,-184880.5697,-1091029.968
M-34-069-Dc,NE,-175935.4046,-1091323.724
M-34-069-Dc,SE,-176232.295,-1100591.576
M-34-069-Dc,SW,-185192.5413,-1100297.273
M-34-069-Dc,NW,-184880.5697,-1091029.968
M-34-069-Dd,NW,-175935.4046,-1091323.724
M-34-069-Dd,NE,-166989.7185,-1091602.924
M-34-069-Dd,SE,-167271.5298,-1100871.298
M-34-069-Dd,SW,-176232.295,-1100591.576
M-34-069-Dd,NW,-175935.4046,-1091323.724
M-34-070-Cc,NW,-166989.7185,-1091602.924
M-34-070-Cc,NE,-158043.5374,-1091867.571
M-34-070-Cc,SE,-158310.2717,-1101136.44
M-34-070-Cc,SW,-167271.5298,-1100871.298
M-34-070-Cc,NW,-166989.7185,-1091602.924
M-34-070-Cd,NW,-158043.5374,-1091867.571
M-34-070-Cd,NE,-149096.8875,-1092117.668
M-34-070-Cd,SE,-149348.5464,-1101387.003
M-34-070-Cd,SW,-158310.2717,-1101136.44
M-34-070-Cd,NW,-158043.5374,-1091867.571
M-34-070-Dc,NW,-149096.8875,-1092117.668
M-34-070-Dc,NE,-140149.7947,-1092353.214
M-34-070-Dc,SE,-140386.3802,-1101622.99
M-34-070-Dc,SW,-149348.5464,-1101387.003
M-34-070-Dc,NW,-149096.8875,-1092117.668
M-34-070-Dd,NW,-140149.7947,-1092353.214
M-34-070-Dd,NE,-131202.2852,-1092574.213
M-34-070-Dd,SE,-131423.7988,-1101844.402
M-34-070-Dd,SW,-140386.3802,-1101622.99
M-34-070-Dd,NW,-140149.7947,-1092353.214
M-34-076-Aa,NW,-382134.8558,-1090128.4
M-34-076-Aa,NE,-373192.4798,-1090744.16
M-34-076-Aa,SE,-373821.8398,-1099993.367
M-34-076-Aa,SW,-382779.3631,-1099376.485
M-34-076-Aa,NW,-382134.8558,-1090128.4
M-34-076-Ab,NW,-373192.4798,-1090744.16
M-34-076-Ab,NE,-364249.0278,-1091345.275
M-34-076-Ab,SE,-364863.2442,-1100595.578
M-34-076-Ab,SW,-373821.8398,-1099993.367
M-34-076-Ab,NW,-373192.4798,-1090744.16
M-34-076-Ba,NW,-364249.0278,-1091345.275
M-34-076-Ba,NE,-355304.5247,-1091931.75
M-34-076-Ba,SE,-355903.6011,-1101183.124
M-34-076-Ba,SW,-364863.2442,-1100595.578
M-34-076-Ba,NW,-364249.0278,-1091345.275
M-34-076-Bb,NW,-355304.5247,-1091931.75
M-34-076-Bb,NE,-346358.9951,-1092503.587
M-34-076-Bb,SE,-346942.9351,-1101756.006
M-34-076-Bb,SW,-355903.6011,-1101183.124
M-34-076-Bb,NW,-355304.5247,-1091931.75
M-34-077-Aa,NW,-346358.9951,-1092503.587
M-34-077-Aa,NE,-337412.464,-1093060.791
M-34-077-Aa,SE,-337981.271,-1102314.228
M-34-077-Aa,SW,-346942.9351,-1101756.006
M-34-077-Aa,NW,-346358.9951,-1092503.587
M-34-077-Ab,NW,-337412.464,-1093060.791
M-34-077-Ab,NE,-328464.9561,-1093603.363
M-34-077-Ab,SE,-329018.6336,-1102857.794
M-34-077-Ab,SW,-337981.271,-1102314.228
M-34-077-Ab,NW,-337412.464,-1093060.791
M-34-077-Ba,NW,-328464.9561,-1093603.363
M-34-077-Ba,NE,-319516.4964,-1094131.309
M-34-077-Ba,SE,-320055.0478,-1103386.707
M-34-077-Ba,SW,-329018.6336,-1102857.794
M-34-077-Ba,NW,-328464.9561,-1093603.363
M-34-077-Bb,NW,-319516.4964,-1094131.309
M-34-077-Bb,NE,-310567.11,-1094644.631
M-34-077-Bb,SE,-311090.5385,-1103900.971
M-34-077-Bb,SW,-320055.0478,-1103386.707
M-34-077-Bb,NW,-319516.4964,-1094131.309
M-34-078-Aa,NW,-310567.11,-1094644.631
M-34-078-Aa,NE,-301616.822,-1095143.332
M-34-078-Aa,SE,-302125.1308,-1104400.587
M-34-078-Aa,SW,-311090.5385,-1103900.971
M-34-078-Aa,NW,-310567.11,-1094644.631
M-34-078-Ab,NW,-301616.822,-1095143.332
M-34-078-Ab,NE,-292665.6574,-1095627.415
M-34-078-Ab,SE,-293158.8498,-1104885.56
M-34-078-Ab,SW,-302125.1308,-1104400.587
M-34-078-Ab,NW,-301616.822,-1095143.332
M-34-078-Ba,NW,-292665.6574,-1095627.415
M-34-078-Ba,NE,-283713.6414,-1096096.884
M-34-078-Ba,SE,-284191.7205,-1105355.892
M-34-078-Ba,SW,-293158.8498,-1104885.56
M-34-078-Ba,NW,-292665.6574,-1095627.415
M-34-078-Bb,NW,-283713.6414,-1096096.884
M-34-078-Bb,NE,-274760.7994,-1096551.741
M-34-078-Bb,SE,-275223.7681,-1105811.585
M-34-078-Bb,SW,-284191.7205,-1105355.892
M-34-078-Bb,NW,-283713.6414,-1096096.884
M-34-079-Aa,NW,-274760.7994,-1096551.741
M-34-079-Aa,NE,-265807.1566,-1096991.989
M-34-079-Aa,SE,-266255.0179,-1106252.644
M-34-079-Aa,SW,-275223.7681,-1105811.585
M-34-079-Aa,NW,-274760.7994,-1096551.741
M-34-079-Ab,NW,-265807.1566,-1096991.989
M-34-079-Ab,NE,-256852.7385,-1097417.632
M-34-079-Ab,SE,-257285.4952,-1106679.071
M-34-079-Ab,SW,-266255.0179,-1106252.644
M-34-079-Ab,NW,-265807.1566,-1096991.989
M-34-079-Ba,NW,-256852.7385,-1097417.632
M-34-079-Ba,NE,-247897.5704,-1097828.671
M-34-079-Ba,SE,-248315.2253,-1107090.869
M-34-079-Ba,SW,-257285.4952,-1106679.071
M-34-079-Ba,NW,-256852.7385,-1097417.632
M-34-079-Bb,NW,-247897.5704,-1097828.671
M-34-079-Bb,NE,-238941.6778,-1098225.11
M-34-079-Bb,SE,-239344.2337,-1107488.039
M-34-079-Bb,SW,-248315.2253,-1107090.869
M-34-079-Bb,NW,-247897.5704,-1097828.671
M-34-080-Aa,NW,-238941.6778,-1098225.11
M-34-080-Aa,NE,-229985.0862,-1098606.951
M-34-080-Aa,SE,-230372.5457,-1107870.585
M-34-080-Aa,SW,-239344.2337,-1107488.039
M-34-080-Aa,NW,-238941.6778,-1098225.11
M-34-080-Ab,NW,-229985.0862,-1098606.951
M-34-080-Ab,NE,-221027.8213,-1098974.196
M-34-080-Ab,SE,-221400.1869,-1108238.509
M-34-080-Ab,SW,-230372.5457,-1107870.585
M-34-080-Ab,NW,-229985.0862,-1098606.951
M-34-080-Ba,NW,-221027.8213,-1098974.196
M-34-080-Ba,NE,-212069.9087,-1099326.849
M-34-080-Ba,SE,-212427.1828,-1108591.814
M-34-080-Ba,SW,-221400.1869,-1108238.509
M-34-080-Ba,NW,-221027.8213,-1098974.196
M-34-080-Bb,NW,-212069.9087,-1099326.849
M-34-080-Bb,NE,-203111.3739,-1099664.911
M-34-080-Bb,SE,-203453.559,-1108930.501
M-34-080-Bb,SW,-212427.1828,-1108591.814
M-34-080-Bb,NW,-212069.9087,-1099326.849
M-34-081-Aa,NW,-203111.3739,-1099664.911
M-34-081-Aa,NE,-194152.2429,-1099988.385
M-34-081-Aa,SE,-194479.3412,-1109254.574
M-34-081-Aa,SW,-203453.559,-1108930.501
M-34-081-Aa,NW,-203111.3739,-1099664.911
M-34-081-Ab,NW,-194152.2429,-1099988.385
M-34-081-Ab,NE,-185192.5413,-1100297.273
M-34-081-Ab,SE,-185504.555,-1109564.034
M-34-081-Ab,SW,-194479.3412,-1109254.574
M-34-081-Ab,NW,-194152.2429,-1099988.385
M-34-081-Ba,NW,-185192.5413,-1100297.273
M-34-081-Ba,NE,-176232.295,-1100591.576
M-34-081-Ba,SE,-176529.2262,-1109858.883
M-34-081-Ba,SW,-185504.555,-1109564.034
M-34-081-Ba,NW,-185192.5413,-1100297.273
M-34-081-Bb,NW,-176232.295,-1100591.576
M-34-081-Bb,NE,-167271.5298,-1100871.298
M-34-081-Bb,SE,-167553.3805,-1110139.123
M-34-081-Bb,SW,-176529.2262,-1109858.883
M-34-081-Bb,NW,-176232.295,-1100591.576
M-34-082-Aa,NW,-167271.5298,-1100871.298
M-34-082-Aa,NE,-158310.2717,-1101136.44
M-34-082-Aa,SE,-158577.0438,-1110404.756
M-34-082-Aa,SW,-167553.3805,-1110139.123
M-34-082-Aa,NW,-167271.5298,-1100871.298
M-34-082-Ab,NW,-158310.2717,-1101136.44
M-34-082-Ab,NE,-149348.5464,-1101387.003
M-34-082-Ab,SE,-149600.2418,-1110655.784
M-34-082-Ab,SW,-158577.0438,-1110404.756
M-34-082-Ab,NW,-158310.2717,-1101136.44
M-34-082-Ba,NW,-149348.5464,-1101387.003
M-34-082-Ba,NE,-140386.3802,-1101622.99
M-34-082-Ba,SE,-140623.0005,-1110892.209
M-34-082-Ba,SW,-149600.2418,-1110655.784
M-34-082-Ba,NW,-149348.5464,-1101387.003
M-34-082-Bb,NW,-140386.3802,-1101622.99
M-34-082-Bb,NE,-131423.7988,-1101844.402
M-34-082-Bb,SE,-131645.3457,-1111114.031
M-34-082-Bb,SW,-140623.0005,-1110892.209
M-34-082-Bb,NW,-140386.3802,-1101622.99
M-33-084-Bd,NW,-499118.5001,-1090020.383
M-33-084-Bd,NE,-490177.1284,-1090828.313
M-33-084-Bd,SE,-491003.7509,-1100060.619
M-33-084-Bd,SW,-499960.3208,-1099251.248
M-33-084-Bd,NW,-499118.5001,-1090020.383
M-34-073-Ac,NW,-490177.1284,-1090828.313
M-34-073-Ac,NE,-481234.37,-1091621.524
M-34-073-Ac,SE,-482045.7986,-1100855.246
M-34-073-Ac,SW,-491003.7509,-1100060.619
M-34-073-Ac,NW,-490177.1284,-1090828.313
M-34-073-Ad,NW,-481234.37,-1091621.524
M-34-073-Ad,NE,-472290.2489,-1092400.019
M-34-073-Ad,SE,-473086.4877,-1101635.133
M-34-073-Ad,SW,-482045.7986,-1100855.246
M-34-073-Ad,NW,-481234.37,-1091621.524
M-34-073-Bc,NW,-472290.2489,-1092400.019
M-34-073-Bc,NE,-463344.7889,-1093163.803
M-34-073-Bc,SE,-464125.8418,-1102400.284
M-34-073-Bc,SW,-473086.4877,-1101635.133
M-34-073-Bc,NW,-472290.2489,-1092400.019
M-34-073-Bd,NW,-463344.7889,-1093163.803
M-34-073-Bd,NE,-454398.0137,-1093912.879
M-34-073-Bd,SE,-455163.8849,-1103150.702
M-34-073-Bd,SW,-464125.8418,-1102400.284
M-34-073-Bd,NW,-463344.7889,-1093163.803
M-34-074-Ac,NW,-454398.0137,-1093912.879
M-34-074-Ac,NE,-445449.9475,-1094647.252
M-34-074-Ac,SE,-446200.6411,-1103886.392
M-34-074-Ac,SW,-455163.8849,-1103150.702
M-34-074-Ac,NW,-454398.0137,-1093912.879
M-34-074-Ad,NW,-445449.9475,-1094647.252
M-34-074-Ad,NE,-436500.6143,-1095366.925
M-34-074-Ad,SE,-437236.1341,-1104607.358
M-34-074-Ad,SW,-446200.6411,-1103886.392
M-34-074-Ad,NW,-445449.9475,-1094647.252
M-34-074-Bc,NW,-436500.6143,-1095366.925
M-34-074-Bc,NE,-427550.0382,-1096071.902
M-34-074-Bc,SE,-428270.3882,-1105313.602
M-34-074-Bc,SW,-437236.1341,-1104607.358
M-34-074-Bc,NW,-436500.6143,-1095366.925
M-34-074-Bd,NW,-427550.0382,-1096071.902
M-34-074-Bd,NE,-418598.2434,-1096762.188
M-34-074-Bd,SE,-419303.4275,-1106005.13
M-34-074-Bd,SW,-428270.3882,-1105313.602
M-34-074-Bd,NW,-427550.0382,-1096071.902
M-34-075-Ac,NW,-418598.2434,-1096762.188
M-34-075-Ac,NE,-409645.2542,-1097437.785
M-34-075-Ac,SE,-410335.2762,-1106681.945
M-34-075-Ac,SW,-419303.4275,-1106005.13
M-34-075-Ac,NW,-418598.2434,-1096762.188
M-34-075-Ad,NW,-409645.2542,-1097437.785
M-34-075-Ad,NE,-400691.0947,-1098098.698
M-34-075-Ad,SE,-401365.9586,-1107344.05
M-34-075-Ad,SW,-410335.2762,-1106681.945
M-34-075-Ad,NW,-409645.2542,-1097437.785
M-34-075-Bc,NW,-400691.0947,-1098098.698
M-34-075-Bc,NE,-391735.7896,-1098744.93
M-34-075-Bc,SE,-392395.4989,-1107991.449
M-34-075-Bc,SW,-401365.9586,-1107344.05
M-34-075-Bc,NW,-400691.0947,-1098098.698
M-34-075-Bd,NW,-391735.7896,-1098744.93
M-34-075-Bd,NE,-382779.3631,-1099376.485
M-34-075-Bd,SE,-383423.9216,-1108624.145
M-34-075-Bd,SW,-392395.4989,-1107991.449
M-34-075-Bd,NW,-391735.7896,-1098744.93
M-34-076-Ac,NW,-382779.3631,-1099376.485
M-34-076-Ac,NE,-373821.8398,-1099993.367
M-34-076-Ac,SE,-374451.2512,-1109242.143
M-34-076-Ac,SW,-383423.9216,-1108624.145
M-34-076-Ac,NW,-382779.3631,-1099376.485
M-34-076-Ad,NW,-373821.8398,-1099993.367
M-34-076-Ad,NE,-364863.2442,-1100595.578
M-34-076-Ad,SE,-365477.5121,-1109845.445
M-34-076-Ad,SW,-374451.2512,-1109242.143
M-34-076-Ad,NW,-373821.8398,-1099993.367
M-34-076-Bc,NW,-364863.2442,-1100595.578
M-34-076-Bc,NE,-355903.6011,-1101183.124
M-34-076-Bc,SE,-356502.729,-1110434.056
M-34-076-Bc,SW,-365477.5121,-1109845.445
M-34-076-Bc,NW,-364863.2442,-1100595.578
M-34-076-Bd,NW,-355903.6011,-1101183.124
M-34-076-Bd,NE,-346942.9351,-1101756.006
M-34-076-Bd,SE,-347526.9264,-1111007.977
M-34-076-Bd,SW,-356502.729,-1110434.056
M-34-076-Bd,NW,-355903.6011,-1101183.124
M-34-077-Ac,NW,-346942.9351,-1101756.006
M-34-077-Ac,NE,-337981.271,-1102314.228
M-34-077-Ac,SE,-338550.1292,-1111567.214
M-34-077-Ac,SW,-347526.9264,-1111007.977
M-34-077-Ac,NW,-346942.9351,-1101756.006
M-34-077-Ad,NW,-337981.271,-1102314.228
M-34-077-Ad,NE,-329018.6336,-1102857.794
M-34-077-Ad,SE,-329572.3621,-1112111.768
M-34-077-Ad,SW,-338550.1292,-1111567.214
M-34-077-Ad,NW,-337981.271,-1102314.228
M-34-077-Bc,NW,-329018.6336,-1102857.794
M-34-077-Bc,NE,-320055.0478,-1103386.707
M-34-077-Bc,SE,-320593.6498,-1112641.644
M-34-077-Bc,SW,-329572.3621,-1112111.768
M-34-077-Bc,NW,-329018.6336,-1102857.794
M-34-077-Bd,NW,-320055.0478,-1103386.707
M-34-077-Bd,NE,-311090.5385,-1103900.971
M-34-077-Bd,SE,-311614.0173,-1113156.843
M-34-077-Bd,SW,-320593.6498,-1112641.644
M-34-077-Bd,NW,-320055.0478,-1103386.707
M-34-078-Ac,NW,-311090.5385,-1103900.971
M-34-078-Ac,NE,-302125.1308,-1104400.587
M-34-078-Ac,SE,-302633.4896,-1113657.37
M-34-078-Ac,SW,-311614.0173,-1113156.843
M-34-078-Ac,NW,-311090.5385,-1103900.971
M-34-078-Ad,NW,-302125.1308,-1104400.587
M-34-078-Ad,NE,-293158.8498,-1104885.56
M-34-078-Ad,SE,-293652.0916,-1114143.227
M-34-078-Ad,SW,-302633.4896,-1113657.37
M-34-078-Ad,NW,-302125.1308,-1104400.587
M-34-078-Bc,NW,-293158.8498,-1104885.56
M-34-078-Bc,NE,-284191.7205,-1105355.892
M-34-078-Bc,SE,-284669.8483,-1114614.418
M-34-078-Bc,SW,-293652.0916,-1114143.227
M-34-078-Bc,NW,-293158.8498,-1104885.56
M-34-078-Bd,NW,-284191.7205,-1105355.892
M-34-078-Bd,NE,-275223.7681,-1105811.585
M-34-078-Bd,SE,-275686.785,-1115070.945
M-34-078-Bd,SW,-284669.8483,-1114614.418
M-34-078-Bd,NW,-284191.7205,-1105355.892
M-34-079-Ac,NW,-275223.7681,-1105811.585
M-34-079-Ac,NE,-266255.0179,-1106252.644
M-34-079-Ac,SE,-266702.9267,-1115512.81
M-34-079-Ac,SW,-275686.785,-1115070.945
M-34-079-Ac,NW,-275223.7681,-1105811.585
M-34-079-Ad,NW,-266255.0179,-1106252.644
M-34-079-Ad,NE,-257285.4952,-1106679.071
M-34-079-Ad,SE,-257718.2987,-1115940.017
M-34-079-Ad,SW,-266702.9267,-1115512.81
M-34-079-Ad,NW,-266255.0179,-1106252.644
M-34-079-Bc,NW,-257285.4952,-1106679.071
M-34-079-Bc,NE,-248315.2253,-1107090.869
M-34-079-Bc,SE,-248732.9263,-1116352.569
M-34-079-Bc,SW,-257718.2987,-1115940.017
M-34-079-Bc,NW,-257285.4952,-1106679.071
M-34-079-Bd,NW,-248315.2253,-1107090.869
M-34-079-Bd,NE,-239344.2337,-1107488.039
M-34-079-Bd,SE,-239746.8347,-1116750.467
M-34-079-Bd,SW,-248732.9263,-1116352.569
M-34-079-Bd,NW,-248315.2253,-1107090.869
M-34-080-Ac,NW,-239344.2337,-1107488.039
M-34-080-Ac,NE,-230372.5457,-1107870.585
M-34-080-Ac,SE,-230760.0494,-1117133.714
M-34-080-Ac,SW,-239746.8347,-1116750.467
M-34-080-Ac,NW,-239344.2337,-1107488.039
M-34-080-Ad,NW,-230372.5457,-1107870.585
M-34-080-Ad,NE,-221400.1869,-1108238.509
M-34-080-Ad,SE,-221772.5957,-1117502.313
M-34-080-Ad,SW,-230760.0494,-1117133.714
M-34-080-Ad,NW,-230372.5457,-1107870.585
M-34-080-Bc,NW,-221400.1869,-1108238.509
M-34-080-Bc,NE,-212427.1828,-1108591.814
M-34-080-Bc,SE,-212784.4991,-1117856.266
M-34-080-Bc,SW,-221772.5957,-1117502.313
M-34-080-Bc,NW,-221400.1869,-1108238.509
M-34-080-Bd,NW,-212427.1828,-1108591.814
M-34-080-Bd,NE,-203453.559,-1108930.501
M-34-080-Bd,SE,-203795.7852,-1118195.576
M-34-080-Bd,SW,-212784.4991,-1117856.266
M-34-080-Bd,NW,-212427.1828,-1108591.814
M-34-081-Ac,NW,-203453.559,-1108930.501
M-34-081-Ac,NE,-194479.3412,-1109254.574
M-34-081-Ac,SE,-194806.4794,-1118520.244
M-34-081-Ac,SW,-203795.7852,-1118195.576
M-34-081-Ac,NW,-203453.559,-1108930.501
M-34-081-Ad,NW,-194479.3412,-1109254.574
M-34-081-Ad,NE,-185504.555,-1109564.034
M-34-081-Ad,SE,-185816.6075,-1118830.273
M-34-081-Ad,SW,-194806.4794,-1118520.244
M-34-081-Ad,NW,-194479.3412,-1109254.574
M-34-081-Bc,NW,-185504.555,-1109564.034
M-34-081-Bc,NE,-176529.2262,-1109858.883
M-34-081-Bc,SE,-176826.1949,-1119125.664
M-34-081-Bc,SW,-185816.6075,-1118830.273
M-34-081-Bc,NW,-185504.555,-1109564.034
M-34-081-Bd,NW,-176529.2262,-1109858.883
M-34-081-Bd,NE,-167553.3805,-1110139.123
M-34-081-Bd,SE,-167835.2675,-1119406.42
M-34-081-Bd,SW,-176826.1949,-1119125.664
M-34-081-Bd,NW,-176529.2262,-1109858.883
M-34-082-Ac,NW,-167553.3805,-1110139.123
M-34-082-Ac,NE,-158577.0438,-1110404.756
M-34-082-Ac,SE,-158843.8508,-1119672.542
M-34-082-Ac,SW,-167835.2675,-1119406.42
M-34-082-Ac,NW,-167553.3805,-1110139.123
M-34-082-Ad,NW,-158577.0438,-1110404.756
M-34-082-Ad,NE,-149600.2418,-1110655.784
M-34-082-Ad,SE,-149851.9707,-1119924.032
M-34-082-Ad,SW,-158843.8508,-1119672.542
M-34-082-Ad,NW,-158577.0438,-1110404.756
M-34-082-Bc,NW,-149600.2418,-1110655.784
M-34-082-Bc,NE,-140623.0005,-1110892.209
M-34-082-Bc,SE,-140859.653,-1120160.892
M-34-082-Bc,SW,-149851.9707,-1119924.032
M-34-082-Bc,NW,-149600.2418,-1110655.784
M-34-082-Bd,NW,-140623.0005,-1110892.209
M-34-082-Bd,NE,-131645.3457,-1111114.031
M-34-082-Bd,SE,-131866.9234,-1120383.123
M-34-082-Bd,SW,-140859.653,-1120160.892
M-34-082-Bd,NW,-140623.0005,-1110892.209
M-33-082-Cb,NW,-589444.8072,-1090345.701
M-33-082-Cb,NE,-580503.3536,-1091302.741
M-33-082-Cb,SE,-581482.1719,-1100519.28
M-33-082-Cb,SW,-590438.8648,-1099560.564
M-33-082-Cb,NW,-589444.8072,-1090345.701
M-33-082-Da,NW,-580503.3536,-1091302.741
M-33-082-Da,NE,-571560.2837,-1092244.995
M-33-082-Da,SE,-572523.8671,-1101463.186
M-33-082-Da,SW,-581482.1719,-1100519.28
M-33-082-Da,NW,-580503.3536,-1091302.741
M-33-082-Db,NW,-571560.2837,-1092244.995
M-33-082-Db,NE,-562615.6204,-1093172.468
M-33-082-Db,SE,-563563.9732,-1102392.287
M-33-082-Db,SW,-572523.8671,-1101463.186
M-33-082-Db,NW,-571560.2837,-1092244.995
M-33-083-Ca,NW,-562615.6204,-1093172.468
M-33-083-Ca,NE,-553669.3871,-1094085.164
M-33-083-Ca,SE,-554602.5136,-1103306.587
M-33-083-Ca,SW,-563563.9732,-1102392.287
M-33-083-Ca,NW,-562615.6204,-1093172.468
M-33-083-Cb,NW,-553669.3871,-1094085.164
M-33-083-Cb,NE,-544721.607,-1094983.086
M-33-083-Cb,SE,-545639.5114,-1104206.089
M-33-083-Cb,SW,-554602.5136,-1103306.587
M-33-083-Cb,NW,-553669.3871,-1094085.164
M-33-083-Da,NW,-544721.607,-1094983.086
M-33-083-Da,NE,-535772.3032,-1095866.239
M-33-083-Da,SE,-536674.9898,-1105090.798
M-33-083-Da,SW,-545639.5114,-1104206.089
M-33-083-Da,NW,-544721.607,-1094983.086
M-33-083-Db,NW,-535772.3032,-1095866.239
M-33-083-Db,NE,-526821.4993,-1096734.628
M-33-083-Db,SE,-527708.9723,-1105960.718
M-33-083-Db,SW,-536674.9898,-1105090.798
M-33-083-Db,NW,-535772.3032,-1095866.239
M-33-084-Ca,NW,-526821.4993,-1096734.628
M-33-084-Ca,NE,-517869.2186,-1097588.256
M-33-084-Ca,SE,-518741.4821,-1106815.854
M-33-084-Ca,SW,-527708.9723,-1105960.718
M-33-084-Ca,NW,-526821.4993,-1096734.628
M-33-084-Cb,NW,-517869.2186,-1097588.256
M-33-084-Cb,NE,-508915.4846,-1098427.128
M-33-084-Cb,SE,-509772.5429,-1107656.209
M-33-084-Cb,SW,-518741.4821,-1106815.854
M-33-084-Cb,NW,-517869.2186,-1097588.256
M-33-084-Da,NW,-508915.4846,-1098427.128
M-33-084-Da,NE,-499960.3208,-1099251.248
M-33-084-Da,SE,-500802.178,-1108481.787
M-33-084-Da,SW,-509772.5429,-1107656.209
M-33-084-Da,NW,-508915.4846,-1098427.128
M-33-084-Db,NW,-499960.3208,-1099251.248
M-33-084-Db,NE,-491003.7509,-1100060.619
M-33-084-Db,SE,-491830.4112,-1109292.593
M-33-084-Db,SW,-500802.178,-1108481.787
M-33-084-Db,NW,-499960.3208,-1099251.248
M-34-073-Ca,NW,-491003.7509,-1100060.619
M-34-073-Ca,NE,-482045.7986,-1100855.246
M-34-073-Ca,SE,-482857.266,-1110088.63
M-34-073-Ca,SW,-491830.4112,-1109292.593
M-34-073-Ca,NW,-491003.7509,-1100060.619
M-34-073-Cb,NW,-482045.7986,-1100855.246
M-34-073-Cb,NE,-473086.4877,-1101635.133
M-34-073-Cb,SE,-473882.7662,-1110869.902
M-34-073-Cb,SW,-482857.266,-1110088.63
M-34-073-Cb,NW,-482045.7986,-1100855.246
M-34-073-Da,NW,-473086.4877,-1101635.133
M-34-073-Da,NE,-464125.8418,-1102400.284
M-34-073-Da,SE,-464906.9355,-1111636.413
M-34-073-Da,SW,-473882.7662,-1110869.902
M-34-073-Da,NW,-473086.4877,-1101635.133
M-34-073-Db,NW,-464125.8418,-1102400.284
M-34-073-Db,NE,-455163.8849,-1103150.702
M-34-073-Db,SE,-455929.7978,-1112388.167
M-34-073-Db,SW,-464906.9355,-1111636.413
M-34-073-Db,NW,-464125.8418,-1102400.284
M-34-074-Ca,NW,-455163.8849,-1103150.702
M-34-074-Ca,NE,-446200.6411,-1103886.392
M-34-074-Ca,SE,-446951.377,-1113125.169
M-34-074-Ca,SW,-455929.7978,-1112388.167
M-34-074-Ca,NW,-455163.8849,-1103150.702
M-34-074-Cb,NW,-446200.6411,-1103886.392
M-34-074-Cb,NE,-437236.1341,-1104607.358
M-34-074-Cb,SE,-437971.697,-1113847.42
M-34-074-Cb,SW,-446951.377,-1113125.169
M-34-074-Cb,NW,-446200.6411,-1103886.392
M-34-074-Da,NW,-437236.1341,-1104607.358
M-34-074-Da,NE,-428270.3882,-1105313.602
M-34-074-Da,SE,-428990.782,-1114554.927
M-34-074-Da,SW,-437971.697,-1113847.42
M-34-074-Da,NW,-437236.1341,-1104607.358
M-34-074-Db,NW,-428270.3882,-1105313.602
M-34-074-Db,NE,-419303.4275,-1106005.13
M-34-074-Db,SE,-420008.656,-1115247.691
M-34-074-Db,SW,-428990.782,-1114554.927
M-34-074-Db,NW,-428270.3882,-1105313.602
M-34-075-Ca,NW,-419303.4275,-1106005.13
M-34-075-Ca,NE,-410335.2762,-1106681.945
M-34-075-Ca,SE,-411025.3431,-1115925.716
M-34-075-Ca,SW,-420008.656,-1115247.691
M-34-075-Ca,NW,-419303.4275,-1106005.13
M-34-075-Cb,NW,-410335.2762,-1106681.945
M-34-075-Cb,NE,-401365.9586,-1107344.05
M-34-075-Cb,SE,-402040.8677,-1116589.008
M-34-075-Cb,SW,-411025.3431,-1115925.716
M-34-075-Cb,NW,-410335.2762,-1106681.945
M-34-075-Da,NW,-401365.9586,-1107344.05
M-34-075-Da,NE,-392395.4989,-1107991.449
M-34-075-Da,SE,-393055.2538,-1117237.568
M-34-075-Da,SW,-402040.8677,-1116589.008
M-34-075-Da,NW,-401365.9586,-1107344.05
M-34-075-Db,NW,-392395.4989,-1107991.449
M-34-075-Db,NE,-383423.9216,-1108624.145
M-34-075-Db,SE,-384068.5261,-1117871.4
M-34-075-Db,SW,-393055.2538,-1117237.568
M-34-075-Db,NW,-392395.4989,-1107991.449
M-34-076-Ca,NW,-383423.9216,-1108624.145
M-34-076-Ca,NE,-374451.2512,-1109242.143
M-34-076-Ca,SE,-375080.7087,-1118490.508
M-34-076-Ca,SW,-384068.5261,-1117871.4
M-34-076-Ca,NW,-383423.9216,-1108624.145
M-34-076-Cb,NW,-374451.2512,-1109242.143
M-34-076-Cb,NE,-365477.5121,-1109845.445
M-34-076-Cb,SE,-366091.8262,-1119094.896
M-34-076-Cb,SW,-375080.7087,-1118490.508
M-34-076-Cb,NW,-374451.2512,-1109242.143
M-34-076-Da,NW,-365477.5121,-1109845.445
M-34-076-Da,NE,-356502.729,-1110434.056
M-34-076-Da,SE,-357101.9031,-1119684.566
M-34-076-Da,SW,-366091.8262,-1119094.896
M-34-076-Da,NW,-365477.5121,-1109845.445
M-34-076-Db,NW,-356502.729,-1110434.056
M-34-076-Db,NE,-347526.9264,-1111007.977
M-34-076-Db,SE,-348110.9641,-1120259.522
M-34-076-Db,SW,-357101.9031,-1119684.566
M-34-076-Db,NW,-356502.729,-1110434.056
M-34-077-Ca,NW,-347526.9264,-1111007.977
M-34-077-Ca,NE,-338550.1292,-1111567.214
